Date	Level_of_Agent	Team	Source_of_Ticket	Avg_occupancy_per_agent_(hours)	Ticket_Volume	Avg_time_spent_(seconds)	Number_of_Agents 	Avg._Customer_Satisfaction_Rating	First_Response_time_75%_percentile_(minutes)
4/5/2017	Agent_Level_1	Bills	Chat	3.91925882197653	2136	178.356214517125	27	4.45812428398583	8.02907721792581
4/5/2017	Agent_Level_1	Bills	Email	1.60062451711	1239	125.595869880895	27	3.11071456654678	2493.95797569305
4/5/2017	Agent_Level_1	Bills	Phone	0.023844000975122	20	117.364796363324	27	4.54117736908	2.11834708264158
4/5/2017	Agent_Level_2	Bills	Chat	3.37798867423557	1246	175.693724972265	18	4.78355108825535	10.8013875704818
4/5/2017	Agent_Level_2	Bills	Email	2.20326196564908	1182	120.83465564203	18	4.6399431596631	2479.14819741476
4/5/2017	Agent_Level_2	Bills	Phone	0.794135585853699	458	112.276235027691	18	4.05773549214966	1.67463819313973
4/5/2017	Agent_Level_3	Bills	Chat	1.10529491999617	103	192.583468127816	5	4.65248548574727	10.9089111477959
4/5/2017	Agent_Level_3	Bills	Email	1.85236164023888	258	129.021740412351	5	4.73538684589745	2472.22683236959
4/5/2017	Agent_Level_3	Bills	Phone	0	0	120.547304270588	5	4.98444917445448	1.87511328187328
4/5/2017	Agent_Level_1	Chargeback	Chat	1.14	172	190.9	8	2.94	15.69
4/5/2017	Agent_Level_1	Chargeback	Email	3.45	559	177.5	8	2.43	1216.84
4/5/2017	Agent_Level_1	Chargeback	Phone	1.47	371	114.0	8	3.03	2.04
4/5/2017	Agent_Level_2	Chargeback	Chat	3.34	312	192.9	5	2.44	15.64
4/5/2017	Agent_Level_2	Chargeback	Email	3.05	344	159.5	5	3.60	1227.09
4/5/2017	Agent_Level_2	Chargeback	Phone	1.16	182	114.1	5	3.12	2.70
4/5/2017	Agent_Level_3	Chargeback	Chat	1.26	25	181.2	1	3.46	14.11
4/5/2017	Agent_Level_3	Chargeback	Email	2.32	55	151.8	1	3.15	1238.07
4/5/2017	Agent_Level_3	Chargeback	Phone	1.60	52	111.3	1	3.11	1.32
4/5/2017	Agent_Level_1	Collections	Chat	2.41534794116525	1129	177.145670915364	23	3.95367350054319	8.08068488580493
4/5/2017	Agent_Level_1	Collections	Email	1.55241588472034	835	153.943310418744	23	2.21034304195456	917.233677423105
4/5/2017	Agent_Level_1	Collections	Phone	3.76013058508805	2627	118.493162145877	23	3.5819481701241	1.29664515900177
4/5/2017	Agent_Level_2	Collections	Chat	2.12183995757476	834	201.398116138893	22	4.87470314119568	8.17665392947164
4/5/2017	Agent_Level_2	Collections	Email	1.88193899647641	885	168.511067905748	22	4.16675267321218	990.60224470514
4/5/2017	Agent_Level_2	Collections	Phone	4.31933915878397	3014	113.487681946922	22	3.69744704348058	2.79802581812351
4/5/2017	Agent_Level_3	Collections	Chat	1.52801406513304	254	173.495957230765	8	4.27666875427782	8.27209263805414
4/5/2017	Agent_Level_3	Collections	Email	1.46380658717361	245	172.086380554544	8	2.70794050385381	943.793566923726
4/5/2017	Agent_Level_3	Collections	Phone	1.10462631717829	278	114.547971418259	8	3.65243769646457	1.43145710572178
4/5/2017	Agent_Level_1	Others	Chat	3.10812793670055	1953	171.89726075135	30	3.07108133183292	9.61366162101539
4/5/2017	Agent_Level_1	Others	Email	1.51874144164273	951	172.510171916669	30	3.97717550221028	1503.86156932698
4/5/2017	Agent_Level_1	Others	Phone	0.542350366618577	506	115.841968010592	30	3.60175404148709	4.11991392432196
4/5/2017	Agent_Level_2	Others	Chat	3.2940296012631	1111	213.550786521783	20	2.51029510389523	9.53187201032499
4/5/2017	Agent_Level_2	Others	Email	2.47551073609338	1169	152.43300897384	20	4.68719035980098	1508.90555142357
4/5/2017	Agent_Level_2	Others	Phone	1.04960011647408	675	111.957079725295	20	4.07337941029637	4.71753490430813
4/5/2017	Agent_Level_3	Others	Chat	2.54637781936359	239	191.823856819721	5	3.3749132621833	10.4616071595474
4/5/2017	Agent_Level_3	Others	Email	2.29947205091428	264	156.770638673597	5	4.33757242937922	1493.00062867234
4/5/2017	Agent_Level_3	Others	Phone	1.30623015160439	206	113.984405837186	5	3.01909584876418	4.67708493444161
5/5/2017	Agent_Level_1	Bills	Chat	3.95067853478349	2121	181.071642713355	27	4.53240279383587	9.77479528796346
5/5/2017	Agent_Level_1	Bills	Email	1.35896193932383	1170	112.861765273913	27	4.43794071169536	2479.52258177782
5/5/2017	Agent_Level_1	Bills	Phone	0.646804329757752	489	128.539054044529	27	3.91276688237528	2.15970998091381
5/5/2017	Agent_Level_2	Bills	Chat	3.50663490377868	1247	182.225433018331	18	4.83651579747355	8.09066829207539
5/5/2017	Agent_Level_2	Bills	Email	1.79504116946369	1042	111.586822941284	18	4.58002526964126	2421.34756432343
5/5/2017	Agent_Level_2	Bills	Phone	0.649001259558148	362	116.155946516836	18	4.19879420144426	2.7777632683881
5/5/2017	Agent_Level_3	Bills	Chat	1.48288322970218	150	178.298026340526	5	4.51935600447295	9.89982661764265
5/5/2017	Agent_Level_3	Bills	Email	0.301573336652581	43	127.21315029815	5	4.85864310978876	2494.74902992953
5/5/2017	Agent_Level_3	Bills	Phone	0	0	122.460473387655	5	4.66306503846294	1.30474245187982
5/5/2017	Agent_Level_1	Chargeback	Chat	1.79	256	201.8	8	3.19	15.67
5/5/2017	Agent_Level_1	Chargeback	Email	2.98	497	173.1	8	2.87	1295.62
5/5/2017	Agent_Level_1	Chargeback	Phone	0.93	228	117.5	8	2.73	1.57
5/5/2017	Agent_Level_2	Chargeback	Chat	3.49	327	192.3	5	3.14	14.75
5/5/2017	Agent_Level_2	Chargeback	Email	3.09	322	172.7	5	2.30	1222.03
5/5/2017	Agent_Level_2	Chargeback	Phone	1.69	266	114.3	5	2.94	2.25
5/5/2017	Agent_Level_3	Chargeback	Chat	0.13	2	212.7	1	3.34	15.13
5/5/2017	Agent_Level_3	Chargeback	Email	2.43	49	179.2	1	3.11	1316.33
5/5/2017	Agent_Level_3	Chargeback	Phone	0.30	10	110.2	1	3.93	1.26
5/5/2017	Agent_Level_1	Collections	Chat	2.45860377459213	1074	189.485202218115	23	4.01554414973769	7.92185920524319
5/5/2017	Agent_Level_1	Collections	Email	1.07443361604123	571	155.732470475937	23	2.22819772667608	972.440294501289
5/5/2017	Agent_Level_1	Collections	Phone	3.89828021938788	2734	118.040069315348	23	4.82566159465478	1.44639973941016
5/5/2017	Agent_Level_2	Collections	Chat	1.96110758424865	894	173.815900966281	22	4.01069352983863	7.45630712635491
5/5/2017	Agent_Level_2	Collections	Email	1.0755621542016	496	171.660837581618	22	3.38613714025861	995.484334639249
5/5/2017	Agent_Level_2	Collections	Phone	3.85600847919042	2707	112.83019290519	22	3.87575292630876	2.26348006886408
5/5/2017	Agent_Level_3	Collections	Chat	1.03565560138024	169	176.791162668823	8	4.41432196265798	8.25440267702795
5/5/2017	Agent_Level_3	Collections	Email	1.44546028911024	263	158.271364356198	8	3.18582634324436	1002.39075834622
5/5/2017	Agent_Level_3	Collections	Phone	1.54747233878196	392	113.691660334082	8	3.73860044558917	1.5754705434756
5/5/2017	Agent_Level_1	Others	Chat	2.1806474192007	1215	193.795703390071	30	3.14484611027958	9.16805646711653
5/5/2017	Agent_Level_1	Others	Email	1.6449451029932	1011	175.755659822726	30	3.59476378786771	1507.1968660781
5/5/2017	Agent_Level_1	Others	Phone	1.2416639922477	1187	112.974770952502	30	3.6060650059072	4.27835165638445
5/5/2017	Agent_Level_2	Others	Chat	3.99915931216443	1489	193.334908942281	20	3.10876294962906	10.0433147936397
5/5/2017	Agent_Level_2	Others	Email	2.38567525379066	973	176.519114701421	20	4.76787002273321	1495.7231130425
5/5/2017	Agent_Level_2	Others	Phone	0.667430962960757	433	111.014550307386	20	4.28195544555258	4.37219607189584
5/5/2017	Agent_Level_3	Others	Chat	2.08879958994235	182	206.87820004714	5	2.45431798695815	10.9579713796484
5/5/2017	Agent_Level_3	Others	Email	2.39531146765631	270	159.530341149611	5	4.33372725888364	1476.76562460956
5/5/2017	Agent_Level_3	Others	Phone	0.679093577978445	107	113.855703926513	5	4.15725274653889	5.06104252018857
6/5/2017	Agent_Level_1	Bills	Chat	4.83594557427683	1501	185.534536173757	16	4.4589006137863	8.82852639195865
6/5/2017	Agent_Level_1	Bills	Email	1.08977913005845	497	126.295940359536	16	4.32212527108752	2420.86181278858
6/5/2017	Agent_Level_1	Bills	Phone	0.799315022312647	410	112.427176175812	16	3.47280840621091	2.03773486448153
6/5/2017	Agent_Level_2	Bills	Chat	4.28066961811042	993	170.77406419403	11	4.38647978683862	10.4406176314109
6/5/2017	Agent_Level_2	Bills	Email	1.89134893130358	607	123.357810500465	11	4.8116925474445	2400.10697069429
6/5/2017	Agent_Level_2	Bills	Phone	0.09878770828403	31	126.64986179166	11	4.17157120983613	2.75547663034545
6/5/2017	Agent_Level_3	Bills	Chat	1.69558706922007	84	219.202370968549	3	4.80927877900081	9.50386214940939
6/5/2017	Agent_Level_3	Bills	Email	1.99384714475357	176	122.262506455977	3	4.47658431470842	2498.66496813743
6/5/2017	Agent_Level_3	Bills	Phone	0	0	122.193646817734	3	4.24153443035015	1.24160245789707
6/5/2017	Agent_Level_1	Chargeback	Chat	1.34	111	216.8	5	3.83	14.42
6/5/2017	Agent_Level_1	Chargeback	Email	3.68	395	167.6	5	2.81	1293.86
6/5/2017	Agent_Level_1	Chargeback	Phone	1.00	158	113.4	5	2.17	1.68
6/5/2017	Agent_Level_2	Chargeback	Chat	3.01	186	175.0	3	2.56	15.64
6/5/2017	Agent_Level_2	Chargeback	Email	3.35	217	167.1	3	1.85	1241.52
6/5/2017	Agent_Level_2	Chargeback	Phone	1.21	115	113.2	3	3.08	2.12
6/5/2017	Agent_Level_3	Chargeback	Chat	0.52	10	180.2	1	3.82	14.61
6/5/2017	Agent_Level_3	Chargeback	Email	2.20	46	172.4	1	3.55	1257.47
6/5/2017	Agent_Level_3	Chargeback	Phone	2.14	68	112.3	1	3.11	1.41
6/5/2017	Agent_Level_1	Collections	Chat	2.18629641770851	612	180.162234601641	14	4.2812809368902	7.88304176279044
6/5/2017	Agent_Level_1	Collections	Email	1.00116011840888	321	157.005786806731	14	3.26372587557227	917.302521861853
6/5/2017	Agent_Level_1	Collections	Phone	3.20778356778994	1400	115.463846324453	14	4.70302588055769	2.11819114432202
6/5/2017	Agent_Level_2	Collections	Chat	2.23719379804235	555	188.540240641112	13	3.53079611432143	7.62652348442178
6/5/2017	Agent_Level_2	Collections	Email	1.48845828067854	394	176.616628544758	13	3.20511061867127	976.243764621379
6/5/2017	Agent_Level_2	Collections	Phone	3.81968039079646	1597	111.959954617641	13	4.86238926667049	2.42333290037184
6/5/2017	Agent_Level_3	Collections	Chat	1.76009916128709	178	177.559189294236	5	4.58584929211695	8.40779359670895
6/5/2017	Agent_Level_3	Collections	Email	1.69925938896758	177	173.239758113403	5	3.60002182972637	934.438026240918
6/5/2017	Agent_Level_3	Collections	Phone	1.56041134900066	249	112.787271213954	5	4.58996771577027	2.45815974084762
6/5/2017	Agent_Level_1	Others	Chat	2.70164571526319	991	176.643299410617	18	2.37704908037001	9.00809967606026
6/5/2017	Agent_Level_1	Others	Email	1.99804834314482	763	169.617922554142	18	3.62290198076932	1513.86031594803
6/5/2017	Agent_Level_1	Others	Phone	0.60898984415064	332	118.803508438716	18	3.75005950164487	4.38791055773397
6/5/2017	Agent_Level_2	Others	Chat	3.94820653820019	930	183.4430942278	12	3.418380113321	10.9074345780137
6/5/2017	Agent_Level_2	Others	Email	2.00754336977034	515	168.510815551574	12	4.24680370565275	1468.35010776481
6/5/2017	Agent_Level_2	Others	Phone	1.04071224538659	404	111.200284005424	12	3.80493394227706	4.71178341214744
6/5/2017	Agent_Level_3	Others	Chat	2.09542952093046	105	215.201697757615	3	3.4952060023187	9.74116167796242
6/5/2017	Agent_Level_3	Others	Email	2.0651996224792	147	151.806285919741	3	4.55296733807662	1436.57071618851
6/5/2017	Agent_Level_3	Others	Phone	1.08909345875921	102	114.966389780119	3	4.35240254253108	5.91135516039162
7/5/2017	Agent_Level_1	Bills	Chat	4.34488150127302	1162	215.291732874817	16	3.85274780600863	8.14412463854883
7/5/2017	Agent_Level_1	Bills	Email	1.03440362075627	523	113.842332911874	16	3.07332636184109	2400.09409390061
7/5/2017	Agent_Level_1	Bills	Phone	0.334416889212709	152	127.061344019263	16	4.36402737663662	1.07128935329982
7/5/2017	Agent_Level_2	Bills	Chat	3.72373802560292	786	187.647795768947	11	4.50579745255671	10.4995816365205
7/5/2017	Agent_Level_2	Bills	Email	1.9585964780567	668	116.074984830009	11	4.66428996516602	2407.10040586271
7/5/2017	Agent_Level_2	Bills	Phone	0.94880870858099	339	110.857603408072	11	4.0163064064647	2.00946398553028
7/5/2017	Agent_Level_3	Bills	Chat	1.2549898004022	65	209.265829025196	3	4.81518766814128	8.28677894542139
7/5/2017	Agent_Level_3	Bills	Email	1.70007433192013	143	128.243482441846	3	4.85522840354639	2482.42575196273
7/5/2017	Agent_Level_3	Bills	Phone	0	0	117.710777255537	3	4.05501857061128	2.98520092820302
7/5/2017	Agent_Level_1	Chargeback	Chat	1.36	114	213.8	5	3.46	15.21
7/5/2017	Agent_Level_1	Chargeback	Email	3.57	390	164.6	5	3.33	1200.51
7/5/2017	Agent_Level_1	Chargeback	Phone	1.47	236	112.0	5	2.17	2.48
7/5/2017	Agent_Level_2	Chargeback	Chat	4.35	270	173.8	3	2.45	15.80
7/5/2017	Agent_Level_2	Chargeback	Email	3.31	201	178.1	3	2.16	1287.08
7/5/2017	Agent_Level_2	Chargeback	Phone	0.81	80	110.0	3	2.20	1.79
7/5/2017	Agent_Level_3	Chargeback	Chat	0.92	19	179.0	1	3.12	15.49
7/5/2017	Agent_Level_3	Chargeback	Email	2.28	52	157.5	1	3.84	1238.85
7/5/2017	Agent_Level_3	Chargeback	Phone	0.29	9	110.3	1	3.36	2.02
7/5/2017	Agent_Level_1	Collections	Chat	1.5438887031675	362	214.99614233207	14	4.41182414810906	8.30675494898466
7/5/2017	Agent_Level_1	Collections	Email	1.7036439236155	559	153.714003581197	14	2.33769753128198	988.092799942751
7/5/2017	Agent_Level_1	Collections	Phone	3.63770752392436	1538	119.202684602978	14	4.41917441799841	1.39002340934753
7/5/2017	Agent_Level_2	Collections	Chat	1.65396495636907	438	176.725893645409	13	4.42808902005465	8.29035778663425
7/5/2017	Agent_Level_2	Collections	Email	1.17774930596222	348	158.446801283566	13	3.04644816045084	927.258467589188
7/5/2017	Agent_Level_2	Collections	Phone	3.90660662870021	1660	110.136489759962	13	4.08338424842177	1.84880152023132
7/5/2017	Agent_Level_3	Collections	Chat	1.86900300529257	156	215.966625217536	5	4.44233526639551	8.37540955643392
7/5/2017	Agent_Level_3	Collections	Email	1.77991609274647	183	174.89678613939	5	3.85950511623548	912.735964868911
7/5/2017	Agent_Level_3	Collections	Phone	1.22365949969617	199	110.524395298281	5	4.09990282180185	1.57000592283014
7/5/2017	Agent_Level_1	Others	Chat	1.91328355019014	670	184.987372438253	18	3.74907374250164	9.40781474465662
7/5/2017	Agent_Level_1	Others	Email	2.3519917332694	897	169.916900466322	18	3.57297649175739	1443.4146978219
7/5/2017	Agent_Level_1	Others	Phone	0.94896668229578	517	118.84707600416	18	4.34591275620736	4.83898676574483
7/5/2017	Agent_Level_2	Others	Chat	3.66526014486424	926	171.060308541855	12	2.31785920355281	10.0870038537928
7/5/2017	Agent_Level_2	Others	Email	2.07648815952875	511	175.654737413046	12	4.81557399831432	1516.57342985031
7/5/2017	Agent_Level_2	Others	Phone	1.46857374165781	563	112.616984434969	12	3.54186960062117	4.28735058488454
